sector,HHI
Consumer Goods,0.12161945115262195
Paints,0.11877922325348296
Telecom,0.11177961744110088
NBFC,0.10700481534611128
Cement,0.10326012410739334
Diversified,0.0973619981029298
Energy,0.08798868622429225
Infrastructure,0.06040730330019185
FMCG,0.06016780606586351
Utilities,0.0551638280759331
Automobile,0.0405626690330145
Pharma,0.03751105894463079
IT,0.03279965531688014
Banking,0.02151109052307044
